;	Simulated Data
;	t0	2010.35
s2	;	name	of	the	star
;	mK	13.95
;	spectral	type	B2
;	square	10.
;	facSchwarzschild	0	0
;	facSpecialRelativity	0	0
;	facGravitationalRedshift	0	0
;	facRetardation	0	0
;	useEllipse	FALSE
;	omegaSys	0	0
;	Dec2	0	0
;	Ra2	0	0
;	vDec2	0	0
;	vRa2	0	0
2016.722	-0.0644386391936	0.00001	0.0558279775498	0.00001	;	simulated NACO
2016.724	-0.0644239564308	0.00001	0.0557529666851	0.00001	;	simulated NACO
2016.726	-0.0644092297706	0.00001	0.0556779178313	0.00001	;	simulated NACO
2016.728	-0.064394459125	0.00001	0.0556028309548	0.00001	;	simulated NACO
2016.73	-0.064379644406	0.00001	0.055527706022	0.00001	;	simulated NACO
2016.732	-0.0643647855249	0.00001	0.0554525429994	0.00001	;	simulated NACO
2016.734	-0.0643498823932	0.00001	0.0553773418532	0.00001	;	simulated NACO
2016.736	-0.0643349349216	0.00001	0.0553021025497	0.00001	;	simulated NACO
2016.738	-0.064319943021	0.00001	0.0552268250551	0.00001	;	simulated NACO
2016.74	-0.0643049066016	0.00001	0.0551515093356	0.00001	;	simulated NACO
2016.742	-0.0642898255735	0.00001	0.0550761553571	0.00001	;	simulated NACO
2016.744	-0.0642746998465	0.00001	0.0550007630858	0.00001	;	simulated NACO
2016.746	-0.0642595293301	0.00001	0.0549253324875	0.00001	;	simulated NACO
2016.748	-0.0642443139335	0.00001	0.0548498635283	0.00001	;	simulated NACO
2016.75	-0.0642290535655	0.00001	0.0547743561739	0.00001	;	simulated NACO
2016.752	-0.0642137481348	0.00001	0.05469881039	0.00001	;	simulated NACO
2016.754	-0.0641983975495	0.00001	0.0546232261426	0.00001	;	simulated NACO
2016.756	-0.0641830017178	0.00001	0.0545476033971	0.00001	;	simulated NACO
2016.758	-0.0641675605472	0.00001	0.0544719421192	0.00001	;	simulated NACO
2016.76	-0.0641520739451	0.00001	0.0543962422745	0.00001	;	simulated NACO
2016.762	-0.0641365418186	0.00001	0.0543205038285	0.00001	;	simulated NACO
2016.764	-0.0641209640744	0.00001	0.0542447267465	0.00001	;	simulated NACO
2016.766	-0.064105340619	0.00001	0.054168910994	0.00001	;	simulated NACO
2016.768	-0.0640896713584	0.00001	0.0540930565362	0.00001	;	simulated NACO
2016.77	-0.0640739561986	0.00001	0.0540171633385	0.00001	;	simulated NACO
2016.772	-0.0640581950449	0.00001	0.0539412313659	0.00001	;	simulated NACO
2016.774	-0.0640423878025	0.00001	0.0538652605837	0.00001	;	simulated NACO
2016.776	-0.0640265343764	0.00001	0.0537892509569	0.00001	;	simulated NACO
2016.778	-0.064010634671	0.00001	0.0537132024505	0.00001	;	simulated NACO
2016.78	-0.0639946885906	0.00001	0.0536371150294	0.00001	;	simulated NACO
2016.782	-0.063978696039	0.00001	0.0535609886587	0.00001	;	simulated NACO
2016.784	-0.0639626569199	0.00001	0.0534848233029	0.00001	;	simulated NACO
2016.786	-0.0639465711364	0.00001	0.0534086189271	0.00001	;	simulated NACO
2016.788	-0.0639304385915	0.00001	0.0533323754958	0.00001	;	simulated NACO
2016.79	-0.0639142591878	0.00001	0.0532560929738	0.00001	;	simulated NACO
2016.792	-0.0638980328276	0.00001	0.0531797713255	0.00001	;	simulated NACO
2016.794	-0.0638817594127	0.00001	0.0531034105156	0.00001	;	simulated NACO
2016.796	-0.0638654388447	0.00001	0.0530270105084	0.00001	;	simulated NACO
2016.798	-0.063849071025	0.00001	0.0529505712685	0.00001	;	simulated NACO
2016.8	-0.0638326558545	0.00001	0.0528740927602	0.00001	;	simulated NACO
2016.802	-0.0638161932336	0.00001	0.0527975749476	0.00001	;	simulated NACO
2016.804	-0.0637996830627	0.00001	0.0527210177951	0.00001	;	simulated NACO
2016.806	-0.0637831252417	0.00001	0.0526444212669	0.00001	;	simulated NACO
2016.808	-0.0637665196701	0.00001	0.052567785327	0.00001	;	simulated NACO
2016.81	-0.0637498662472	0.00001	0.0524911099394	0.00001	;	simulated NACO
2016.812	-0.0637331648718	0.00001	0.0524143950682	0.00001	;	simulated NACO
2016.814	-0.0637164154424	0.00001	0.0523376406772	0.00001	;	simulated NACO
2016.816	-0.0636996178572	0.00001	0.0522608467304	0.00001	;	simulated NACO
2016.818	-0.0636827720141	0.00001	0.0521840131914	0.00001	;	simulated NACO
2016.82	-0.0636658778105	0.00001	0.0521071400241	0.00001	;	simulated NACO
2016.822	-0.0636489351435	0.00001	0.0520302271921	0.00001	;	simulated NACO
2016.824	-0.0636319439098	0.00001	0.0519532746591	0.00001	;	simulated NACO
2016.826	-0.0636149040059	0.00001	0.0518762823885	0.00001	;	simulated NACO
2016.828	-0.0635978153279	0.00001	0.0517992503438	0.00001	;	simulated NACO
2016.83	-0.0635806777713	0.00001	0.0517221784886	0.00001	;	simulated NACO
2016.832	-0.0635634912315	0.00001	0.051645066786	0.00001	;	simulated NACO
2016.834	-0.0635462556036	0.00001	0.0515679151995	0.00001	;	simulated NACO
2016.836	-0.0635289707819	0.00001	0.0514907236923	0.00001	;	simulated NACO
2016.838	-0.0635116366608	0.00001	0.0514134922275	0.00001	;	simulated NACO
2016.84	-0.0634942531342	0.00001	0.0513362207683	0.00001	;	simulated NACO
2016.842	-0.0634768200954	0.00001	0.0512589092777	0.00001	;	simulated NACO
2016.844	-0.0634593374376	0.00001	0.0511815577187	0.00001	;	simulated NACO
2016.846	-0.0634418050536	0.00001	0.0511041660542	0.00001	;	simulated NACO
2016.848	-0.0634242228356	0.00001	0.0510267342471	0.00001	;	simulated NACO
2016.85	-0.0634065906756	0.00001	0.0509492622601	0.00001	;	simulated NACO
2016.852	-0.0633889084653	0.00001	0.0508717500561	0.00001	;	simulated NACO
2016.854	-0.0633711760958	0.00001	0.0507941975977	0.00001	;	simulated NACO
2016.856	-0.063353393458	0.00001	0.0507166048474	0.00001	;	simulated NACO
2016.858	-0.0633355604422	0.00001	0.0506389717679	0.00001	;	simulated NACO
2016.86	-0.0633176769386	0.00001	0.0505612983217	0.00001	;	simulated NACO
2016.862	-0.0632997428368	0.00001	0.0504835844711	0.00001	;	simulated NACO
2016.864	-0.0632817580261	0.00001	0.0504058301785	0.00001	;	simulated NACO
2016.866	-0.0632637223953	0.00001	0.0503280354062	0.00001	;	simulated NACO
2016.868	-0.0632456358329	0.00001	0.0502502001164	0.00001	;	simulated NACO
2016.87	-0.0632274982269	0.00001	0.0501723242714	0.00001	;	simulated NACO
2016.872	-0.0632093094652	0.00001	0.0500944078331	0.00001	;	simulated NACO
2016.874	-0.0631910694349	0.00001	0.0500164507637	0.00001	;	simulated NACO
2016.876	-0.0631727780229	0.00001	0.0499384530252	0.00001	;	simulated NACO
2016.878	-0.0631544351157	0.00001	0.0498604145793	0.00001	;	simulated NACO
2016.88	-0.0631360405993	0.00001	0.0497823353881	0.00001	;	simulated NACO
2016.882	-0.0631175943594	0.00001	0.0497042154133	0.00001	;	simulated NACO
2016.884	-0.0630990962812	0.00001	0.0496260546165	0.00001	;	simulated NACO
2016.886	-0.0630805462496	0.00001	0.0495478529596	0.00001	;	simulated NACO
2016.888	-0.0630619441489	0.00001	0.049469610404	0.00001	;	simulated NACO
2016.89	-0.0630432898631	0.00001	0.0493913269113	0.00001	;	simulated NACO
2016.892	-0.0630245832758	0.00001	0.0493130024429	0.00001	;	simulated NACO
2016.894	-0.0630058242702	0.00001	0.0492346369603	0.00001	;	simulated NACO
2016.896	-0.062987012729	0.00001	0.0491562304249	0.00001	;	simulated NACO
2016.898	-0.0629681485344	0.00001	0.0490777827978	0.00001	;	simulated NACO
2016.9	-0.0629492315684	0.00001	0.0489992940403	0.00001	;	simulated NACO
2016.902	-0.0629302617123	0.00001	0.0489207641136	0.00001	;	simulated NACO
2016.904	-0.0629112388472	0.00001	0.0488421929787	0.00001	;	simulated NACO
2016.906	-0.0628921628536	0.00001	0.0487635805966	0.00001	;	simulated NACO
2016.908	-0.0628730336117	0.00001	0.0486849269284	0.00001	;	simulated NACO
2016.91	-0.0628538510012	0.00001	0.0486062319348	0.00001	;	simulated NACO
2016.912	-0.0628346149013	0.00001	0.0485274955768	0.00001	;	simulated NACO
2016.914	-0.0628153251907	0.00001	0.0484487178151	0.00001	;	simulated NACO
2016.916	-0.062795981748	0.00001	0.0483698986103	0.00001	;	simulated NACO
2016.918	-0.0627765844509	0.00001	0.0482910379232	0.00001	;	simulated NACO
2016.92	-0.062757133177	0.00001	0.0482121357143	0.00001	;	simulated NACO
2016.922	-0.0627376278032	0.00001	0.0481331919441	0.00001	;	simulated NACO
2016.924	-0.0627180682061	0.00001	0.048054206573	0.00001	;	simulated NACO
2016.926	-0.0626984542618	0.00001	0.0479751795615	0.00001	;	simulated NACO
2016.928	-0.0626787858459	0.00001	0.0478961108697	0.00001	;	simulated NACO
2016.93	-0.0626590628336	0.00001	0.0478170004581	0.00001	;	simulated NACO
2016.932	-0.0626392850996	0.00001	0.0477378482867	0.00001	;	simulated NACO
2016.934	-0.0626194525182	0.00001	0.0476586543157	0.00001	;	simulated NACO
2016.936	-0.062599564963	0.00001	0.0475794185051	0.00001	;	simulated NACO
2016.938	-0.0625796223075	0.00001	0.0475001408149	0.00001	;	simulated NACO
2016.94	-0.0625596244244	0.00001	0.0474208212052	0.00001	;	simulated NACO
2016.942	-0.0625395711861	0.00001	0.0473414596356	0.00001	;	simulated NACO
2016.944	-0.0625194624644	0.00001	0.047262056066	0.00001	;	simulated NACO
2016.946	-0.0624992981307	0.00001	0.0471826104561	0.00001	;	simulated NACO
2016.948	-0.062479078056	0.00001	0.0471031227657	0.00001	;	simulated NACO
2016.95	-0.0624588021106	0.00001	0.0470235929543	0.00001	;	simulated NACO
2016.952	-0.0624384701644	0.00001	0.0469440209814	0.00001	;	simulated NACO
2016.954	-0.062418082087	0.00001	0.0468644068065	0.00001	;	simulated NACO
2016.956	-0.0623976377472	0.00001	0.046784750389	0.00001	;	simulated NACO
2016.958	-0.0623771370135	0.00001	0.0467050516883	0.00001	;	simulated NACO
2016.96	-0.0623565797538	0.00001	0.0466253106637	0.00001	;	simulated NACO
2016.962	-0.0623359658356	0.00001	0.0465455272743	0.00001	;	simulated NACO
2016.964	-0.0623152951257	0.00001	0.0464657014793	0.00001	;	simulated NACO
2016.966	-0.0622945674907	0.00001	0.0463858332379	0.00001	;	simulated NACO
2016.968	-0.0622737827965	0.00001	0.0463059225089	0.00001	;	simulated NACO
2016.97	-0.0622529409083	0.00001	0.0462259692514	0.00001	;	simulated NACO
2016.972	-0.0622320416912	0.00001	0.0461459734242	0.00001	;	simulated NACO
2016.974	-0.0622110850096	0.00001	0.0460659349863	0.00001	;	simulated NACO
2016.976	-0.0621900707271	0.00001	0.0459858538963	0.00001	;	simulated NACO
2016.978	-0.0621689987073	0.00001	0.0459057301129	0.00001	;	simulated NACO
2016.98	-0.0621478688128	0.00001	0.0458255635948	0.00001	;	simulated NACO
2016.982	-0.062126680906	0.00001	0.0457453543006	0.00001	;	simulated NACO
2016.984	-0.0621054348485	0.00001	0.0456651021887	0.00001	;	simulated NACO
2016.986	-0.0620841305017	0.00001	0.0455848072176	0.00001	;	simulated NACO
2016.988	-0.0620627677261	0.00001	0.0455044693456	0.00001	;	simulated NACO
2016.99	-0.0620413463819	0.00001	0.0454240885311	0.00001	;	simulated NACO
2016.992	-0.0620198663287	0.00001	0.0453436647324	0.00001	;	simulated NACO
2016.994	-0.0619983274254	0.00001	0.0452631979075	0.00001	;	simulated NACO
2016.996	-0.0619767295307	0.00001	0.0451826880147	0.00001	;	simulated NACO
2016.998	-0.0619550725023	0.00001	0.0451021350119	0.00001	;	simulated NACO
2017.	-0.0619333561978	0.00001	0.0450215388572	0.00001	;	simulated NACO
2017.002	-0.0619115804739	0.00001	0.0449408995084	0.00001	;	simulated NACO
2017.004	-0.0618897451868	0.00001	0.0448602169235	0.00001	;	simulated NACO
2017.006	-0.0618678501923	0.00001	0.0447794910603	0.00001	;	simulated NACO
2017.008	-0.0618458953455	0.00001	0.0446987218764	0.00001	;	simulated NACO
2017.01	-0.0618238805009	0.00001	0.0446179093296	0.00001	;	simulated NACO
2017.012	-0.0618018055126	0.00001	0.0445370533774	0.00001	;	simulated NACO
2017.014	-0.0617796702339	0.00001	0.0444561539773	0.00001	;	simulated NACO
2017.016	-0.0617574745176	0.00001	0.044375211087	0.00001	;	simulated NACO
2017.018	-0.0617352182161	0.00001	0.0442942246637	0.00001	;	simulated NACO
2017.02	-0.0617129011809	0.00001	0.0442131946649	0.00001	;	simulated NACO
2017.022	-0.0616905232632	0.00001	0.0441321210477	0.00001	;	simulated NACO
2017.024	-0.0616680843133	0.00001	0.0440510037695	0.00001	;	simulated NACO
2017.026	-0.0616455841813	0.00001	0.0439698427874	0.00001	;	simulated NACO
2017.028	-0.0616230227163	0.00001	0.0438886380585	0.00001	;	simulated NACO
2017.03	-0.061600399767	0.00001	0.0438073895398	0.00001	;	simulated NACO
2017.032	-0.0615777151816	0.00001	0.0437260971883	0.00001	;	simulated NACO
2017.034	-0.0615549688074	0.00001	0.0436447609608	0.00001	;	simulated NACO
2017.036	-0.0615321604914	0.00001	0.0435633808144	0.00001	;	simulated NACO
2017.038	-0.0615092900797	0.00001	0.0434819567056	0.00001	;	simulated NACO
2017.04	-0.061486357418	0.00001	0.0434004885913	0.00001	;	simulated NACO
2017.042	-0.0614633623512	0.00001	0.0433189764281	0.00001	;	simulated NACO
2017.044	-0.0614403047238	0.00001	0.0432374201725	0.00001	;	simulated NACO
2017.046	-0.0614171843795	0.00001	0.0431558197812	0.00001	;	simulated NACO
2017.048	-0.0613940011614	0.00001	0.0430741752106	0.00001	;	simulated NACO
2017.05	-0.0613707549119	0.00001	0.042992486417	0.00001	;	simulated NACO
2017.052	-0.0613474454728	0.00001	0.0429107533569	0.00001	;	simulated NACO
2017.054	-0.0613240726855	0.00001	0.0428289759865	0.00001	;	simulated NACO
2017.056	-0.0613006363903	0.00001	0.042747154262	0.00001	;	simulated NACO
2017.058	-0.0612771364273	0.00001	0.0426652881396	0.00001	;	simulated NACO
2017.06	-0.0612535726355	0.00001	0.0425833775754	0.00001	;	simulated NACO
2017.062	-0.0612299448536	0.00001	0.0425014225254	0.00001	;	simulated NACO
2017.064	-0.0612062529196	0.00001	0.0424194229457	0.00001	;	simulated NACO
2017.066	-0.0611824966706	0.00001	0.042337378792	0.00001	;	simulated NACO
2017.068	-0.0611586759432	0.00001	0.0422552900202	0.00001	;	simulated NACO
2017.07	-0.0611347905733	0.00001	0.0421731565863	0.00001	;	simulated NACO
2017.072	-0.0611108403962	0.00001	0.0420909784458	0.00001	;	simulated NACO
2017.074	-0.0610868252464	0.00001	0.0420087555544	0.00001	;	simulated NACO
2017.076	-0.0610627449577	0.00001	0.0419264878678	0.00001	;	simulated NACO
2017.078	-0.0610385993634	0.00001	0.0418441753415	0.00001	;	simulated NACO
2017.08	-0.0610143882959	0.00001	0.0417618179309	0.00001	;	simulated NACO
2017.082	-0.060990111587	0.00001	0.0416794155916	0.00001	;	simulated NACO
2017.084	-0.0609657690677	0.00001	0.0415969682789	0.00001	;	simulated NACO
2017.086	-0.0609413605686	0.00001	0.0415144759481	0.00001	;	simulated NACO
2017.088	-0.0609168859191	0.00001	0.0414319385544	0.00001	;	simulated NACO
2017.09	-0.0608923449483	0.00001	0.041349356053	0.00001	;	simulated NACO
2017.092	-0.0608677374845	0.00001	0.0412667283991	0.00001	;	simulated NACO
2017.094	-0.060843063355	0.00001	0.0411840555478	0.00001	;	simulated NACO
2017.096	-0.0608183223868	0.00001	0.0411013374539	0.00001	;	simulated NACO
2017.098	-0.060793514406	0.00001	0.0410185740726	0.00001	;	simulated NACO
2017.1	-0.0607686392377	0.00001	0.0409357653587	0.00001	;	simulated NACO
2017.102	-0.0607436967067	0.00001	0.0408529112671	0.00001	;	simulated NACO
2017.104	-0.0607186866367	0.00001	0.0407700117524	0.00001	;	simulated NACO
2017.106	-0.0606936088509	0.00001	0.0406870667696	0.00001	;	simulated NACO
2017.108	-0.0606684631717	0.00001	0.0406040762731	0.00001	;	simulated NACO
2017.11	-0.0606432494206	0.00001	0.0405210402176	0.00001	;	simulated NACO
2017.112	-0.0606179674184	0.00001	0.0404379585578	0.00001	;	simulated NACO
2017.114	-0.0605926169854	0.00001	0.040354831248	0.00001	;	simulated NACO
2017.116	-0.0605671979406	0.00001	0.0402716582427	0.00001	;	simulated NACO
2017.118	-0.0605417101028	0.00001	0.0401884394964	0.00001	;	simulated NACO
2017.12	-0.0605161532897	0.00001	0.0401051749632	0.00001	;	simulated NACO
2017.122	-0.0604905273181	0.00001	0.0400218645976	0.00001	;	simulated NACO
2017.124	-0.0604648320044	0.00001	0.0399385083537	0.00001	;	simulated NACO
2017.126	-0.0604390671639	0.00001	0.0398551061857	0.00001	;	simulated NACO
2017.128	-0.0604132326112	0.00001	0.0397716580477	0.00001	;	simulated NACO
2017.13	-0.0603873281601	0.00001	0.0396881638937	0.00001	;	simulated NACO
2017.132	-0.0603613536237	0.00001	0.0396046236778	0.00001	;	simulated NACO
2017.134	-0.0603353088141	0.00001	0.0395210373539	0.00001	;	simulated NACO
2017.136	-0.0603091935426	0.00001	0.0394374048759	0.00001	;	simulated NACO
2017.138	-0.0602830076199	0.00001	0.0393537261977	0.00001	;	simulated NACO
2017.14	-0.0602567508556	0.00001	0.0392700012729	0.00001	;	simulated NACO
2017.142	-0.0602304230587	0.00001	0.0391862300555	0.00001	;	simulated NACO
2017.144	-0.0602040240371	0.00001	0.039102412499	0.00001	;	simulated NACO
2017.146	-0.0601775535983	0.00001	0.039018548557	0.00001	;	simulated NACO
2017.148	-0.0601510115484	0.00001	0.0389346381833	0.00001	;	simulated NACO
2017.15	-0.060124397693	0.00001	0.0388506813312	0.00001	;	simulated NACO
2017.152	-0.0600977118369	0.00001	0.0387666779543	0.00001	;	simulated NACO
2017.154	-0.0600709537838	0.00001	0.038682628006	0.00001	;	simulated NACO
2017.156	-0.0600441233367	0.00001	0.0385985314397	0.00001	;	simulated NACO
2017.158	-0.0600172202977	0.00001	0.0385143882087	0.00001	;	simulated NACO
2017.16	-0.0599902444678	0.00001	0.0384301982663	0.00001	;	simulated NACO
2017.162	-0.0599631956476	0.00001	0.0383459615658	0.00001	;	simulated NACO
2017.164	-0.0599360736364	0.00001	0.0382616780603	0.00001	;	simulated NACO
2017.166	-0.0599088782327	0.00001	0.0381773477029	0.00001	;	simulated NACO
2017.168	-0.0598816092342	0.00001	0.0380929704467	0.00001	;	simulated NACO
2017.17	-0.0598542664377	0.00001	0.0380085462449	0.00001	;	simulated NACO
2017.172	-0.0598268496389	0.00001	0.0379240750503	0.00001	;	simulated NACO
2017.174	-0.0597993586328	0.00001	0.037839556816	0.00001	;	simulated NACO
2017.176	-0.0597717932134	0.00001	0.0377549914948	0.00001	;	simulated NACO
2017.178	-0.0597441531738	0.00001	0.0376703790396	0.00001	;	simulated NACO
2017.18	-0.059716438306	0.00001	0.0375857194032	0.00001	;	simulated NACO
2017.182	-0.0596886484014	0.00001	0.0375010125384	0.00001	;	simulated NACO
2017.184	-0.0596607832502	0.00001	0.0374162583979	0.00001	;	simulated NACO
2017.186	-0.0596328426416	0.00001	0.0373314569344	0.00001	;	simulated NACO
2017.188	-0.0596048263641	0.00001	0.0372466081006	0.00001	;	simulated NACO
2017.19	-0.0595767342051	0.00001	0.037161711849	0.00001	;	simulated NACO
2017.192	-0.059548565951	0.00001	0.0370767681322	0.00001	;	simulated NACO
2017.194	-0.0595203213872	0.00001	0.0369917769027	0.00001	;	simulated NACO
2017.196	-0.0594920002983	0.00001	0.0369067381131	0.00001	;	simulated NACO
2017.198	-0.0594636024677	0.00001	0.0368216517156	0.00001	;	simulated NACO
2017.2	-0.0594351276779	0.00001	0.0367365176628	0.00001	;	simulated NACO
2017.202	-0.0594065757105	0.00001	0.0366513359069	0.00001	;	simulated NACO
2017.204	-0.059377946346	0.00001	0.0365661064004	0.00001	;	simulated NACO
2017.206	-0.0593492393639	0.00001	0.0364808290955	0.00001	;	simulated NACO
2017.208	-0.0593204545427	0.00001	0.0363955039444	0.00001	;	simulated NACO
2017.21	-0.0592915916598	0.00001	0.0363101308993	0.00001	;	simulated NACO
2017.212	-0.0592626504916	0.00001	0.0362247099125	0.00001	;	simulated NACO
2017.214	-0.0592336308136	0.00001	0.0361392409361	0.00001	;	simulated NACO
2017.216	-0.0592045324001	0.00001	0.0360537239221	0.00001	;	simulated NACO
2017.218	-0.0591753550245	0.00001	0.0359681588226	0.00001	;	simulated NACO
2017.22	-0.0591460984589	0.00001	0.0358825455897	0.00001	;	simulated NACO
2017.222	-0.0591167624746	0.00001	0.0357968841754	0.00001	;	simulated NACO
2017.224	-0.0590873468417	0.00001	0.0357111745317	0.00001	;	simulated NACO
2017.226	-0.0590578513293	0.00001	0.0356254166104	0.00001	;	simulated NACO
2017.228	-0.0590282757052	0.00001	0.0355396103636	0.00001	;	simulated NACO
2017.23	-0.0589986197365	0.00001	0.0354537557431	0.00001	;	simulated NACO
2017.232	-0.0589688831888	0.00001	0.0353678527007	0.00001	;	simulated NACO
2017.234	-0.0589390658269	0.00001	0.0352819011882	0.00001	;	simulated NACO
2017.236	-0.0589091674143	0.00001	0.0351959011576	0.00001	;	simulated NACO
